parking_id,zone,date_time,total_slots,occupied_slots,avg_parking_duration_minutes,vehicle_type,entry_count,exit_count,parking_fee_collected,violation_reported,occupancy_rate_percent
1377,Office,2024-02-27 08:00:00,239,25,49,SUV,59,113,1239.6,No,10.46
1378,Residential,2024-02-27 09:00:00,150,86,145,Electric,80,13,1825.87,No,57.33
1379,Commercial,2024-02-27 10:00:00,74,204,134,SUV,61,67,4577.59,Yes,275.68
1380,Residential,2024-02-27 11:00:00,161,249,201,Car,6,81,2896.81,No,154.66
1381,Commercial,2024-02-27 12:00:00,204,18,84,Car,17,41,3704.05,No,8.82
1382,Commercial,2024-02-27 13:00:00,228,69,190,Electric,8,18,2476.09,No,30.26
1383,Residential,2024-02-27 14:00:00,255,87,206,Electric,88,105,192.85,No,34.12
1384,Office,2024-02-27 15:00:00,234,86,161,Bike,54,77,367.77,No,36.75
1385,Hospital,2024-02-27 16:00:00,175,80,81,Electric,119,76,2712.72,No,45.71
1386,Hospital,2024-02-27 17:00:00,289,24,224,Electric,52,43,3608.01,No,8.3
1387,Commercial,2024-02-27 18:00:00,172,80,117,SUV,82,44,1115.89,Yes,46.51
1388,Commercial,2024-02-27 19:00:00,96,111,87,Car,34,58,3623.45,No,115.62
1389,Office,2024-02-27 20:00:00,167,235,130,Electric,33,7,4062.8,Yes,140.72
1390,Mall,2024-02-27 21:00:00,277,178,218,Bike,12,59,2088.89,No,64.26
1391,Residential,2024-02-27 22:00:00,88,31,147,Electric,16,115,3744.78,Yes,35.23
1392,Commercial,2024-02-27 23:00:00,65,161,81,Car,45,108,2049.95,No,247.69
1393,Hospital,2024-02-28 00:00:00,297,122,153,Electric,106,37,3407.84,No,41.08
1394,Office,2024-02-28 01:00:00,71,238,135,SUV,30,100,3831.79,No,335.21
1395,Residential,2024-02-28 02:00:00,262,181,108,Car,54,75,4960.04,No,69.08
1396,Office,2024-02-28 03:00:00,103,10,210,Electric,6,23,1759.71,No,9.71
1397,Residential,2024-02-28 04:00:00,198,19,211,SUV,59,38,2084.65,No,9.6
1398,Residential,2024-02-28 05:00:00,249,244,143,Car,108,82,869.82,No,97.99
1399,Commercial,2024-02-28 06:00:00,290,217,105,Electric,60,54,1060.16,No,74.83
1400,Office,2024-02-28 07:00:00,65,119,106,SUV,18,51,3482.31,No,183.08
1401,Office,2024-02-28 08:00:00,108,209,77,Bike,10,50,4589.38,No,193.52
1402,Hospital,2024-02-28 09:00:00,296,193,43,SUV,110,60,2003.29,No,65.2
1403,Hospital,2024-02-28 10:00:00,80,122,224,Bike,108,61,940.23,No,152.5
1404,Commercial,2024-02-28 11:00:00,219,226,26,Electric,99,87,1461.24,No,103.2
1405,Commercial,2024-02-28 12:00:00,251,59,91,SUV,85,55,2302.51,No,23.51
1406,Mall,2024-02-28 13:00:00,81,21,55,Bike,93,58,1488.72,No,25.93
1407,Hospital,2024-02-28 14:00:00,236,98,144,Car,65,94,1206.22,No,41.53
1408,Residential,2024-02-28 15:00:00,211,218,51,SUV,100,85,3693.12,No,103.32
1409,Office,2024-02-28 16:00:00,58,197,187,Electric,16,32,88.83,Yes,339.66
1410,Commercial,2024-02-28 17:00:00,258,163,222,Car,117,23,2719.19,No,63.18
1411,Office,2024-02-28 18:00:00,188,247,190,Bike,17,31,3979.15,No,131.38
1412,Office,2024-02-28 19:00:00,273,121,38,SUV,23,52,1367.83,No,44.32
1413,Mall,2024-02-28 20:00:00,59,87,113,SUV,48,23,3036.29,No,147.46
1414,Hospital,2024-02-28 21:00:00,263,178,164,Electric,116,101,3361.06,No,67.68
1415,Commercial,2024-02-28 22:00:00,298,173,114,Car,93,55,3292.37,No,58.05
1416,Office,2024-02-28 23:00:00,66,130,153,SUV,99,11,2256.96,No,196.97
1417,Commercial,2024-02-29 00:00:00,117,32,72,SUV,63,33,1765.56,No,27.35
1418,Residential,2024-02-29 01:00:00,97,180,188,Car,41,47,4187.82,No,185.57
1419,Mall,2024-02-29 02:00:00,229,143,43,SUV,29,73,3804.31,No,62.45
1420,Residential,2024-02-29 03:00:00,160,248,177,Car,20,98,1640.21,No,155.0
1421,Commercial,2024-02-29 04:00:00,202,206,157,Car,42,117,559.95,No,101.98
1422,Commercial,2024-02-29 05:00:00,172,180,74,Car,47,111,405.45,Yes,104.65
1423,Hospital,2024-02-29 06:00:00,198,34,109,Electric,117,62,516.67,No,17.17
1424,Office,2024-02-29 07:00:00,150,27,56,Car,91,12,2935.2,No,18.0
1425,Office,2024-02-29 08:00:00,151,199,57,Car,18,46,305.73,Yes,131.79
1426,Residential,2024-02-29 09:00:00,290,150,222,Bike,10,80,1717.79,No,51.72
1427,Mall,2024-02-29 10:00:00,114,52,88,Bike,93,46,3778.34,Yes,45.61
1428,Office,2024-02-29 11:00:00,240,87,191,Electric,27,17,1507.02,No,36.25
1429,Hospital,2024-02-29 12:00:00,266,37,206,Car,64,30,3828.37,No,13.91
1430,Residential,2024-02-29 13:00:00,100,155,174,Bike,111,22,3740.06,No,155.0
1431,Residential,2024-02-29 14:00:00,85,68,78,Bike,16,46,1266.84,No,80.0
1432,Hospital,2024-02-29 15:00:00,130,197,16,SUV,17,55,3657.67,No,151.54
1433,Mall,2024-02-29 16:00:00,282,72,166,Car,104,117,3751.49,No,25.53
1434,Hospital,2024-02-29 17:00:00,176,194,229,Bike,107,88,2017.4,No,110.23
1435,Mall,2024-02-29 18:00:00,137,101,80,Electric,102,20,1091.58,No,73.72
1436,Hospital,2024-02-29 19:00:00,243,188,180,SUV,10,105,2630.29,No,77.37
1437,Hospital,2024-02-29 20:00:00,153,65,45,SUV,67,7,4610.92,No,42.48
1438,Commercial,2024-02-29 21:00:00,64,164,129,Car,42,95,3216.1,No,256.25
1439,Residential,2024-02-29 22:00:00,145,169,40,Car,54,83,905.97,Yes,116.55
1440,Hospital,2024-02-29 23:00:00,216,120,43,SUV,56,102,3429.65,No,55.56
1441,Hospital,2024-03-01 00:00:00,172,146,209,Electric,44,49,2164.65,No,84.88
1442,Office,2024-03-01 01:00:00,247,241,92,Car,12,26,2978.07,No,97.57
1443,Residential,2024-03-01 02:00:00,50,233,39,Car,65,108,3683.62,No,466.0
1444,Office,2024-03-01 03:00:00,288,221,62,SUV,12,27,2598.99,No,76.74
1445,Residential,2024-03-01 04:00:00,200,229,79,SUV,108,63,4079.22,No,114.5
1446,Office,2024-03-01 05:00:00,171,234,195,Car,101,66,3624.67,No,136.84
1447,Hospital,2024-03-01 06:00:00,216,77,81,Bike,38,117,3094.61,No,35.65
1448,Hospital,2024-03-01 07:00:00,175,55,104,Car,112,72,796.42,No,31.43
1449,Commercial,2024-03-01 08:00:00,106,235,160,Bike,83,119,4187.95,Yes,221.7
1450,Office,2024-03-01 09:00:00,130,249,151,SUV,104,58,4682.73,Yes,191.54
1451,Mall,2024-03-01 10:00:00,211,76,52,Bike,64,61,727.98,No,36.02
1452,Commercial,2024-03-01 11:00:00,218,163,101,Electric,61,109,2466.79,No,74.77
1453,Office,2024-03-01 12:00:00,270,145,163,SUV,103,27,1331.5,No,53.7
1454,Office,2024-03-01 13:00:00,122,15,79,Car,50,115,3784.89,No,12.3
1455,Commercial,2024-03-01 14:00:00,190,217,163,Car,26,64,3622.07,No,114.21
1456,Hospital,2024-03-01 15:00:00,119,33,41,SUV,91,77,747.38,No,27.73
1457,Office,2024-03-01 16:00:00,55,185,120,SUV,44,92,4391.28,No,336.36
1458,Hospital,2024-03-01 17:00:00,133,240,137,Electric,49,89,945.82,No,180.45
1459,Commercial,2024-03-01 18:00:00,101,103,212,SUV,59,109,3996.43,No,101.98
1460,Hospital,2024-03-01 19:00:00,294,182,58,Car,55,114,2312.05,No,61.9
1461,Residential,2024-03-01 20:00:00,52,22,114,Electric,90,59,1674.95,No,42.31
1462,Mall,2024-03-01 21:00:00,130,206,42,Car,9,84,833.28,No,158.46
1463,Office,2024-03-01 22:00:00,112,34,187,Bike,99,67,879.69,No,30.36
1464,Mall,2024-03-01 23:00:00,98,157,31,SUV,17,60,3326.36,No,160.2
1465,Hospital,2024-03-02 00:00:00,125,127,141,Bike,32,59,2774.63,No,101.6
1466,Office,2024-03-02 01:00:00,161,91,137,Car,88,29,654.32,No,56.52
1467,Hospital,2024-03-02 02:00:00,224,120,182,Bike,101,30,607.85,Yes,53.57
1468,Residential,2024-03-02 03:00:00,158,91,145,Bike,84,53,407.94,Yes,57.59
1469,Commercial,2024-03-02 04:00:00,232,75,90,Car,66,67,3731.65,No,32.33
1470,Office,2024-03-02 05:00:00,241,211,218,Car,97,49,3573.82,No,87.55
1471,Residential,2024-03-02 06:00:00,114,54,208,SUV,91,77,339.23,No,47.37
1472,Residential,2024-03-02 07:00:00,130,123,60,Bike,28,83,2823.34,Yes,94.62
1473,Office,2024-03-02 08:00:00,244,184,228,Electric,102,43,469.15,No,75.41
1474,Hospital,2024-03-02 09:00:00,267,72,229,Electric,11,101,4523.54,No,26.97
1475,Residential,2024-03-02 10:00:00,64,85,172,Car,42,69,4540.23,No,132.81
1476,Mall,2024-03-02 11:00:00,149,248,83,Car,41,73,3506.25,No,166.44
1477,Residential,2024-03-02 12:00:00,81,214,151,Bike,72,60,4634.64,Yes,264.2
1478,Hospital,2024-03-02 13:00:00,145,123,99,Car,102,13,4066.69,No,84.83
1479,Hospital,2024-03-02 14:00:00,177,120,25,Electric,46,112,4151.27,No,67.8
1480,Mall,2024-03-02 15:00:00,245,192,83,SUV,90,74,2870.05,No,78.37
1481,Residential,2024-03-02 16:00:00,195,212,113,SUV,9,32,1564.99,No,108.72
1482,Hospital,2024-03-02 17:00:00,162,156,105,Bike,68,49,1128.11,Yes,96.3
1483,Office,2024-03-02 18:00:00,132,44,208,SUV,54,30,1669.64,No,33.33
1484,Commercial,2024-03-02 19:00:00,92,240,230,Car,110,32,3161.05,No,260.87
1485,Commercial,2024-03-02 20:00:00,165,62,173,Car,91,44,904.65,Yes,37.58
1486,Commercial,2024-03-02 21:00:00,212,35,175,Car,19,19,1330.27,No,16.51
1487,Residential,2024-03-02 22:00:00,281,247,181,Car,99,10,2366.9,No,87.9
1488,Mall,2024-03-02 23:00:00,127,23,108,Bike,77,31,1203.6,No,18.11
1489,Hospital,2024-03-03 00:00:00,107,127,188,SUV,111,42,2963.79,No,118.69
1490,Office,2024-03-03 01:00:00,82,54,179,Electric,57,72,4619.72,No,65.85
1491,Office,2024-03-03 02:00:00,63,181,129,SUV,29,79,3753.04,No,287.3
1492,Residential,2024-03-03 03:00:00,211,225,234,Car,93,89,3348.81,No,106.64
1493,Commercial,2024-03-03 04:00:00,238,242,202,Electric,117,68,2934.47,No,101.68
1494,Residential,2024-03-03 05:00:00,296,202,45,Bike,89,34,2465.34,Yes,68.24
1495,Mall,2024-03-03 06:00:00,181,60,25,Car,13,86,973.49,No,33.15
1496,Mall,2024-03-03 07:00:00,265,180,101,Car,116,103,4478.82,No,67.92
1497,Hospital,2024-03-03 08:00:00,108,128,135,Electric,42,7,1280.25,No,118.52
1498,Hospital,2024-03-03 09:00:00,206,223,144,Bike,26,66,501.98,No,108.25
1499,Mall,2024-03-03 10:00:00,132,160,119,Electric,111,16,3762.58,No,121.21
1500,Mall,2024-03-03 11:00:00,183,193,41,Bike,91,95,919.3,Yes,105.46
1501,Mall,2024-03-03 12:00:00,170,28,16,Car,53,34,1890.89,No,16.47
1502,Residential,2024-03-03 13:00:00,274,91,117,SUV,72,89,190.01,No,33.21
1503,Mall,2024-03-03 14:00:00,226,85,115,Car,97,42,728.49,No,37.61
1504,Office,2024-03-03 15:00:00,217,192,35,SUV,19,89,907.36,Yes,88.48
1505,Commercial,2024-03-03 16:00:00,132,229,72,SUV,69,64,319.33,Yes,173.48
1506,Mall,2024-03-03 17:00:00,294,101,147,Bike,58,42,3300.45,No,34.35
1507,Commercial,2024-03-03 18:00:00,242,197,194,Electric,34,108,4193.19,No,81.4
1508,Residential,2024-03-03 19:00:00,246,196,187,Bike,97,19,1897.91,No,79.67
1509,Commercial,2024-03-03 20:00:00,76,42,99,Car,24,22,4379.15,No,55.26
1510,Residential,2024-03-03 21:00:00,129,156,107,Electric,37,56,1106.07,No,120.93
1511,Office,2024-03-03 22:00:00,183,37,34,SUV,109,33,1660.68,No,20.22
1512,Residential,2024-03-03 23:00:00,281,132,75,SUV,112,116,796.15,No,46.98
1513,Residential,2024-03-04 00:00:00,62,189,52,Car,104,106,3121.77,No,304.84
1514,Hospital,2024-03-04 01:00:00,289,135,162,Electric,90,64,2128.35,No,46.71
1515,Mall,2024-03-04 02:00:00,113,186,39,Car,81,25,3085.75,No,164.6
1516,Mall,2024-03-04 03:00:00,239,46,144,Car,11,21,3820.29,No,19.25
1517,Office,2024-03-04 04:00:00,276,163,135,Bike,12,109,2751.23,No,59.06
1518,Office,2024-03-04 05:00:00,196,108,174,Car,32,119,3156.77,No,55.1
1519,Mall,2024-03-04 06:00:00,253,107,40,Electric,49,22,4679.49,No,42.29
1520,Hospital,2024-03-04 07:00:00,129,136,212,Car,111,61,1530.37,No,105.43
1521,Mall,2024-03-04 08:00:00,172,236,183,Electric,77,41,1827.86,No,137.21
1522,Hospital,2024-03-04 09:00:00,92,177,81,SUV,93,64,3602.63,No,192.39
1523,Office,2024-03-04 10:00:00,251,89,239,Car,84,42,3075.96,No,35.46
1524,Commercial,2024-03-04 11:00:00,138,47,15,Electric,78,16,933.74,No,34.06
1525,Office,2024-03-04 12:00:00,197,86,65,SUV,15,79,1911.93,No,43.65
1526,Office,2024-03-04 13:00:00,144,135,19,Electric,35,116,2365.8,No,93.75
1527,Residential,2024-03-04 14:00:00,245,96,27,SUV,16,117,2125.98,No,39.18
1528,Residential,2024-03-04 15:00:00,221,63,161,Bike,99,88,932.46,No,28.51
1529,Residential,2024-03-04 16:00:00,200,159,154,Car,82,77,4625.93,No,79.5
1530,Residential,2024-03-04 17:00:00,51,25,62,Car,55,5,3823.48,No,49.02
1531,Hospital,2024-03-04 18:00:00,169,37,167,SUV,48,62,2432.71,No,21.89
1532,Mall,2024-03-04 19:00:00,71,249,71,Bike,100,7,3416.3,No,350.7
1533,Commercial,2024-03-04 20:00:00,164,172,129,Electric,54,67,4491.55,No,104.88
1534,Office,2024-03-04 21:00:00,106,197,49,Bike,21,25,724.06,No,185.85
1535,Hospital,2024-03-04 22:00:00,278,182,90,Electric,39,27,1289.35,No,65.47
1536,Commercial,2024-03-04 23:00:00,121,55,108,Electric,5,13,2736.37,Yes,45.45
1537,Hospital,2024-03-05 00:00:00,56,81,19,Car,33,87,4005.1,No,144.64
1538,Hospital,2024-03-05 01:00:00,255,245,36,SUV,55,113,229.46,No,96.08
1539,Office,2024-03-05 02:00:00,233,192,117,Car,68,59,4920.89,No,82.4
1540,Mall,2024-03-05 03:00:00,168,223,219,Car,8,114,2301.79,Yes,132.74
1541,Residential,2024-03-05 04:00:00,244,94,199,Car,91,23,1828.19,Yes,38.52
1542,Mall,2024-03-05 05:00:00,163,35,189,Electric,32,66,1498.99,No,21.47
1543,Office,2024-03-05 06:00:00,65,241,196,Car,20,91,913.07,No,370.77
1544,Office,2024-03-05 07:00:00,296,94,145,Electric,67,95,3968.29,No,31.76
1545,Office,2024-03-05 08:00:00,132,162,138,SUV,80,95,4779.3,No,122.73
1546,Commercial,2024-03-05 09:00:00,228,242,67,Electric,57,43,2097.54,Yes,106.14
1547,Mall,2024-03-05 10:00:00,259,74,226,Electric,89,104,4764.48,No,28.57
1548,Mall,2024-03-05 11:00:00,293,143,173,Bike,113,80,4127.8,Yes,48.81
1549,Hospital,2024-03-05 12:00:00,257,160,83,Car,21,31,2431.2,No,62.26
1550,Hospital,2024-03-05 13:00:00,121,124,230,Car,44,50,3386.43,No,102.48
1551,Hospital,2024-03-05 14:00:00,173,73,118,Car,17,38,2203.17,No,42.2
1552,Office,2024-03-05 15:00:00,274,96,175,Car,56,37,2815.68,No,35.04
1553,Mall,2024-03-05 16:00:00,162,180,214,Bike,62,96,337.33,No,111.11
1554,Office,2024-03-05 17:00:00,61,116,230,Bike,100,99,3496.5,No,190.16
1555,Commercial,2024-03-05 18:00:00,175,160,192,Bike,41,100,311.48,No,91.43
1556,Hospital,2024-03-05 19:00:00,102,105,226,Bike,118,54,4094.57,No,102.94
1557,Office,2024-03-05 20:00:00,124,167,30,Car,83,24,4133.49,No,134.68
1558,Office,2024-03-05 21:00:00,182,86,130,Electric,80,44,1223.53,No,47.25
1559,Commercial,2024-03-05 22:00:00,76,244,90,SUV,65,103,1652.13,No,321.05
1560,Residential,2024-03-05 23:00:00,189,155,219,Bike,117,99,2432.49,No,82.01
1561,Mall,2024-03-06 00:00:00,194,96,123,Electric,83,62,3003.48,No,49.48
1562,Residential,2024-03-06 01:00:00,183,216,53,Bike,38,35,1472.4,No,118.03
1563,Hospital,2024-03-06 02:00:00,146,234,103,Car,74,42,2982.81,No,160.27
1564,Office,2024-03-06 03:00:00,54,158,188,Car,21,90,1524.05,No,292.59
1565,Commercial,2024-03-06 04:00:00,106,66,238,Electric,116,49,324.68,No,62.26
1566,Commercial,2024-03-06 05:00:00,205,112,230,Electric,117,45,62.51,No,54.63
1567,Mall,2024-03-06 06:00:00,127,160,126,Electric,24,13,550.7,No,125.98
1568,Residential,2024-03-06 07:00:00,118,100,61,Car,77,13,3971.64,No,84.75
1569,Mall,2024-03-06 08:00:00,167,54,186,Car,63,67,4809.08,No,32.34
1570,Office,2024-03-06 09:00:00,169,181,151,SUV,73,83,2163.48,No,107.1
1571,Mall,2024-03-06 10:00:00,108,219,229,Electric,91,81,2587.79,No,202.78
1572,Commercial,2024-03-06 11:00:00,82,97,142,SUV,37,26,776.9,No,118.29
1573,Commercial,2024-03-06 12:00:00,111,124,192,Bike,106,20,2777.61,No,111.71
1574,Hospital,2024-03-06 13:00:00,99,56,91,SUV,82,36,766.04,No,56.57
1575,Hospital,2024-03-06 14:00:00,161,177,202,Bike,21,70,3075.51,No,109.94
1576,Office,2024-03-06 15:00:00,282,188,238,Bike,61,94,4669.63,No,66.67
1577,Residential,2024-03-06 16:00:00,68,179,29,SUV,87,18,1018.71,No,263.24
1578,Mall,2024-03-06 17:00:00,263,144,50,Electric,101,42,3834.59,No,54.75
1579,Office,2024-03-06 18:00:00,246,59,77,Bike,5,102,166.34,No,23.98
1580,Hospital,2024-03-06 19:00:00,172,185,83,Electric,17,12,1908.71,No,107.56
1581,Mall,2024-03-06 20:00:00,243,93,228,Car,114,104,598.21,Yes,38.27
1582,Hospital,2024-03-06 21:00:00,271,100,222,Bike,31,25,1794.75,No,36.9
1583,Mall,2024-03-06 22:00:00,96,143,183,Car,74,60,909.01,No,148.96
1584,Residential,2024-03-06 23:00:00,216,100,88,SUV,63,50,1897.86,No,46.3
1585,Office,2024-03-07 00:00:00,245,146,38,Electric,10,47,2116.74,No,59.59
1586,Mall,2024-03-07 01:00:00,82,118,224,SUV,101,96,1537.93,No,143.9
1587,Commercial,2024-03-07 02:00:00,190,66,63,Bike,98,50,3300.28,Yes,34.74
1588,Commercial,2024-03-07 03:00:00,133,40,160,Car,114,112,4598.32,No,30.08
1589,Mall,2024-03-07 04:00:00,231,30,21,Bike,103,52,2032.95,Yes,12.99
1590,Mall,2024-03-07 05:00:00,184,99,18,SUV,27,74,1002.1,No,53.8
1591,Mall,2024-03-07 06:00:00,128,49,104,Electric,14,88,1390.08,No,38.28
1592,Commercial,2024-03-07 07:00:00,264,121,211,Electric,55,35,4277.3,No,45.83
1593,Commercial,2024-03-07 08:00:00,63,54,74,Bike,23,37,2879.62,No,85.71
1594,Mall,2024-03-07 09:00:00,264,86,69,Bike,55,48,2302.3,No,32.58
1595,Hospital,2024-03-07 10:00:00,196,186,30,Car,96,75,790.7,No,94.9
1596,Hospital,2024-03-07 11:00:00,177,96,232,SUV,91,12,2276.15,No,54.24
1597,Residential,2024-03-07 12:00:00,103,157,224,Bike,72,77,1428.54,No,152.43
1598,Office,2024-03-07 13:00:00,270,110,43,Car,88,6,4718.66,No,40.74
1599,Hospital,2024-03-07 14:00:00,297,126,165,Bike,87,21,4426.15,No,42.42
1600,Commercial,2024-03-07 15:00:00,197,101,28,Electric,46,56,465.32,No,51.27
1601,Hospital,2024-03-07 16:00:00,78,154,93,Car,95,49,2607.43,Yes,197.44
1602,Residential,2024-03-07 17:00:00,73,37,191,Car,61,41,1164.04,Yes,50.68
1603,Residential,2024-03-07 18:00:00,131,178,47,Bike,102,46,2083.35,No,135.88
1604,Office,2024-03-07 19:00:00,112,203,167,SUV,72,48,4390.4,No,181.25
1605,Hospital,2024-03-07 20:00:00,251,34,35,Electric,42,85,2661.2,No,13.55
1606,Commercial,2024-03-07 21:00:00,154,67,159,SUV,66,42,1704.37,No,43.51
1607,Commercial,2024-03-07 22:00:00,106,50,37,Car,11,103,1079.05,No,47.17
1608,Mall,2024-03-07 23:00:00,185,143,71,SUV,116,115,4011.61,No,77.3
1609,Commercial,2024-03-08 00:00:00,267,84,223,Car,75,107,3141.36,No,31.46
1610,Office,2024-03-08 01:00:00,111,47,200,SUV,54,98,2366.92,No,42.34
1611,Office,2024-03-08 02:00:00,206,143,156,Bike,56,10,1126.55,No,69.42
1612,Commercial,2024-03-08 03:00:00,251,182,107,SUV,30,72,1704.52,No,72.51
1613,Commercial,2024-03-08 04:00:00,66,84,34,Car,30,55,4801.22,Yes,127.27
1614,Mall,2024-03-08 05:00:00,115,151,172,Electric,23,105,2624.45,No,131.3
1615,Commercial,2024-03-08 06:00:00,55,75,33,Electric,13,39,2033.46,No,136.36
1616,Mall,2024-03-08 07:00:00,107,177,195,Electric,65,62,2631.04,No,165.42
1617,Mall,2024-03-08 08:00:00,118,12,117,Car,24,61,3905.99,No,10.17
1618,Commercial,2024-03-08 09:00:00,205,126,198,SUV,110,77,1733.54,No,61.46
1619,Residential,2024-03-08 10:00:00,111,108,91,Electric,113,10,934.6,Yes,97.3
1620,Residential,2024-03-08 11:00:00,218,234,224,Electric,54,17,2945.43,No,107.34
1621,Mall,2024-03-08 12:00:00,246,161,165,Electric,84,63,3342.76,Yes,65.45
1622,Commercial,2024-03-08 13:00:00,131,28,204,Bike,85,90,3577.95,No,21.37
1623,Residential,2024-03-08 14:00:00,267,155,47,Car,26,96,4415.84,No,58.05
1624,Commercial,2024-03-08 15:00:00,261,201,32,Car,17,34,1887.31,No,77.01
1625,Commercial,2024-03-08 16:00:00,218,125,87,Car,16,104,423.01,No,57.34
1626,Commercial,2024-03-08 17:00:00,226,134,175,Car,14,6,4793.83,No,59.29
1627,Hospital,2024-03-08 18:00:00,268,97,174,Car,69,62,2203.31,No,36.19
1628,Commercial,2024-03-08 19:00:00,226,246,203,Bike,100,40,3135.12,No,108.85
1629,Hospital,2024-03-08 20:00:00,253,44,196,SUV,34,76,3348.21,No,17.39
1630,Mall,2024-03-08 21:00:00,120,199,31,Bike,12,49,2755.24,No,165.83
1631,Residential,2024-03-08 22:00:00,180,10,33,Electric,25,110,1066.02,No,5.56
1632,Residential,2024-03-08 23:00:00,59,237,233,Bike,26,118,3787.96,No,401.69
1633,Residential,2024-03-09 00:00:00,147,162,84,Car,22,13,4028.57,Yes,110.2
1634,Residential,2024-03-09 01:00:00,138,182,134,Bike,70,69,2787.23,Yes,131.88
1635,Residential,2024-03-09 02:00:00,84,186,115,Car,52,81,2468.38,No,221.43
1636,Residential,2024-03-09 03:00:00,257,135,48,Bike,48,54,613.99,No,52.53
1637,Residential,2024-03-09 04:00:00,51,244,98,Car,13,83,465.56,No,478.43
1638,Mall,2024-03-09 05:00:00,173,235,167,Electric,71,36,1730.85,No,135.84
1639,Commercial,2024-03-09 06:00:00,73,98,210,Car,58,102,1588.69,Yes,134.25
1640,Office,2024-03-09 07:00:00,123,153,88,Bike,30,47,4770.6,No,124.39
1641,Hospital,2024-03-09 08:00:00,215,235,216,Electric,89,99,3928.93,No,109.3
1642,Office,2024-03-09 09:00:00,71,230,102,Bike,98,82,3316.63,No,323.94
1643,Office,2024-03-09 10:00:00,203,156,99,Electric,96,58,2612.36,No,76.85
1644,Commercial,2024-03-09 11:00:00,220,160,25,SUV,104,51,878.47,No,72.73
1645,Commercial,2024-03-09 12:00:00,232,220,105,SUV,30,18,4893.36,Yes,94.83
1646,Commercial,2024-03-09 13:00:00,88,34,158,SUV,38,52,1906.45,No,38.64
1647,Residential,2024-03-09 14:00:00,268,25,232,Bike,12,59,579.28,No,9.33
1648,Mall,2024-03-09 15:00:00,206,191,203,Bike,14,33,2494.3,No,92.72
1649,Residential,2024-03-09 16:00:00,288,82,236,Electric,52,51,4376.29,No,28.47
1650,Mall,2024-03-09 17:00:00,279,138,141,Electric,59,67,4442.09,No,49.46
1651,Mall,2024-03-09 18:00:00,69,51,127,Electric,111,23,104.28,No,73.91
1652,Office,2024-03-09 19:00:00,268,156,94,Electric,118,95,4437.16,No,58.21
1653,Office,2024-03-09 20:00:00,90,234,21,Car,58,13,1393.85,Yes,260.0
1654,Mall,2024-03-09 21:00:00,231,171,30,SUV,82,105,242.91,No,74.03
1655,Mall,2024-03-09 22:00:00,197,89,30,Car,44,41,4246.56,Yes,45.18
1656,Residential,2024-03-09 23:00:00,157,245,182,Car,19,111,4326.14,No,156.05
1657,Residential,2024-03-10 00:00:00,196,113,26,Car,85,96,3001.34,No,57.65
1658,Office,2024-03-10 01:00:00,133,192,49,Car,22,56,2893.45,No,144.36
1659,Commercial,2024-03-10 02:00:00,276,155,35,SUV,100,61,4074.95,Yes,56.16
1660,Mall,2024-03-10 03:00:00,160,43,192,Car,106,92,3942.23,No,26.88
1661,Residential,2024-03-10 04:00:00,115,98,185,Electric,27,32,4456.02,No,85.22
1662,Office,2024-03-10 05:00:00,207,134,31,Bike,66,40,2786.1,Yes,64.73
1663,Residential,2024-03-10 06:00:00,102,54,46,Electric,50,68,4839.85,No,52.94
1664,Mall,2024-03-10 07:00:00,83,143,55,Bike,91,22,4980.93,Yes,172.29
1665,Mall,2024-03-10 08:00:00,199,30,148,Electric,103,93,626.9,No,15.08
1666,Hospital,2024-03-10 09:00:00,116,131,230,Electric,43,39,4255.24,Yes,112.93
1667,Commercial,2024-03-10 10:00:00,183,79,41,Bike,19,72,2524.12,No,43.17
1668,Hospital,2024-03-10 11:00:00,256,105,162,SUV,57,82,1968.45,Yes,41.02
1669,Office,2024-03-10 12:00:00,76,114,167,Car,92,43,3084.71,No,150.0
1670,Residential,2024-03-10 13:00:00,59,57,80,Electric,68,94,327.03,No,96.61
1671,Office,2024-03-10 14:00:00,122,244,151,SUV,67,12,2556.98,No,200.0
1672,Mall,2024-03-10 15:00:00,274,48,106,Car,96,92,4360.91,No,17.52
1673,Hospital,2024-03-10 16:00:00,145,40,195,SUV,84,84,1106.63,Yes,27.59
1674,Hospital,2024-03-10 17:00:00,97,243,75,SUV,20,88,2160.63,No,250.52
1675,Hospital,2024-03-10 18:00:00,119,19,180,Car,108,19,4700.43,Yes,15.97
1676,Office,2024-03-10 19:00:00,282,39,17,Electric,107,11,2171.39,No,13.83
1677,Mall,2024-03-10 20:00:00,236,27,226,SUV,74,21,1823.92,Yes,11.44
1678,Residential,2024-03-10 21:00:00,149,197,212,Electric,70,90,2230.66,No,132.21
1679,Residential,2024-03-10 22:00:00,108,97,117,Electric,17,90,2621.29,No,89.81
1680,Office,2024-03-10 23:00:00,51,134,239,Electric,112,68,3178.36,No,262.75
1681,Hospital,2024-03-11 00:00:00,206,82,69,Car,51,16,4013.43,No,39.81
1682,Commercial,2024-03-11 01:00:00,245,232,15,Bike,13,86,2287.91,No,94.69
1683,Office,2024-03-11 02:00:00,114,24,115,Electric,67,60,4096.53,No,21.05
1684,Office,2024-03-11 03:00:00,132,13,212,Bike,38,50,2691.92,No,9.85
1685,Mall,2024-03-11 04:00:00,203,200,59,Bike,85,51,1725.48,No,98.52
